label,delta_encL,delta_encR,heading,cmdL,cmdR,heading_error,
forward,-71,-71,308.8125,30,36,0.0625,
forward,-69,-73,308.875,30,36,0,
forward,-71,-74,308.875,30,36,0,
forward,-71,-72,308.9375,30,36,-0.0625,
forward,-71,-72,308.9375,30,36,-0.0625,
forward,-71,-73,308.875,30,36,0,
forward,-71,-73,308.875,30,36,0,
forward,-71,-72,308.875,30,36,0,
forward,-70,-71,308.9375,30,36,-0.0625,
forward,-72,-72,308.875,30,36,0,
forward,-70,-73,308.8125,30,36,0.0625,
forward,-72,-73,308.875,30,36,0,
forward,-71,-72,308.9375,30,36,-0.0625,
forward,-70,-74,309.1875,30,36,-0.3125,
forward,-69,-72,309.375,30,36,-0.5,
forward,-71,-72,309.3125,30,36,-0.4375,
forward,-71,-73,309.4375,30,34,-0.5625,
forward,-71,-72,309.5,30,34,-0.625,
forward,-71,-69,309.4375,30,34,-0.5625,
forward,-69,-70,309.4375,30,32,-0.5625,
forward,-69,-70,309.375,30,32,-0.5,
forward,-70,-68,309.375,30,32,-0.5,
forward,-70,-65,309.25,30,32,-0.375,
forward,-69,-67,309.1875,30,30,-0.3125,
forward,-69,-66,309,30,30,-0.125,
forward,-70,-64,308.875,30,30,0,
forward,-73,-68,308.8125,30,30,0.0625,
forward,-68,-61,308.625,30,30,0.25,
forward,-68,-63,308.5,30,30,0.375,
forward,-68,-64,308.5,30,30,0.375,
forward,-67,-63,308.4375,30,32,0.4375,
forward,-66,-64,308.4375,30,32,0.4375,
forward,-65,-67,308.5625,30,32,0.3125,
forward,-65,-66,308.625,30,32,0.25,
forward,-68,-67,308.625,30,32,0.25,
forward,-69,-66,308.6875,30,32,0.1875,
forward,-68,-67,308.625,30,32,0.25,
forward,-69,-65,308.5625,30,34,0.3125,
forward,-68,-67,308.4375,30,34,0.4375,
forward,-68,-70,308.4375,30,34,0.4375,
forward,-68,-70,308.375,30,34,0.5,
forward,-70,-69,308.3125,30,36,0.5625,
forward,-69,-70,308.3125,30,36,0.5625,
forward,-69,-73,308.3125,30,36,0.5625,
forward,-71,-72,308.3125,30,38,0.5625,
forward,-71,-74,308.3125,30,38,0.5625,
forward,-70,-74,308.375,30,38,0.5,
forward,-72,-75,308.4375,30,38,0.4375,
forward,-72,-75,308.5,30,40,0.375,
forward,-72,-76,308.5625,30,40,0.3125,
forward,-70,-78,308.8125,30,40,0.0625,
forward,-72,-80,309.0625,30,40,-0.1875,
forward,-72,-79,309.25,30,40,-0.375,
forward,-73,-79,309.3125,30,40,-0.4375,
forward,-72,-79,309.5,30,38,-0.625,
forward,-72,-77,309.625,30,38,-0.75,
forward,-73,-77,309.625,30,38,-0.75,
forward,-72,-77,309.6875,30,38,-0.8125,
forward,-72,-74,309.75,30,36,-0.875,
forward,-71,-74,309.75,30,36,-0.875,
forward,-71,-74,309.75,30,36,-0.875,
forward,-77,-78,309.75,30,34,-0.875,
forward,-72,-72,309.75,30,34,-0.875,
forward,-70,-69,309.6875,30,34,-0.8125,
forward,-71,-70,309.625,30,34,-0.75,
forward,-70,-69,309.5625,30,32,-0.6875,
forward,-71,-69,309.5625,30,32,-0.6875,
forward,-70,-67,309.5625,30,32,-0.6875,
forward,-69,-67,309.6875,30,32,-0.8125,
forward,-68,-66,309.75,30,30,-0.875,
forward,-68,-66,309.75,30,30,-0.875,
forward,-68,-65,309.6875,30,30,-0.8125,
forward,-69,-65,309.6875,30,30,-0.8125,
forward,-68,-65,309.5625,30,28,-0.6875,
forward,-67,-63,309.5,30,28,-0.625,
forward,-67,-61,309.375,30,28,-0.5,
forward,-67,-61,309.3125,30,28,-0.4375,
forward,-65,-61,309.125,30,28,-0.25,
forward,-67,-61,309,30,28,-0.125,
forward,-65,-61,308.875,30,28,0,
forward,-67,-61,308.8125,30,28,0.0625,
forward,-67,-61,308.5625,30,28,0.3125,
forward,-66,-60,308.4375,30,28,0.4375,
forward,-66,-60,308.3125,30,30,0.5625,
forward,-65,-62,308.1875,30,30,0.6875,
forward,-68,-63,308.0625,30,30,0.8125,
forward,-66,-63,308,30,32,0.875,
forward,-66,-64,308,30,32,0.875,
forward,-64,-67,308.125,30,32,0.75,
forward,-66,-67,308.25,30,34,0.625,
forward,-68,-67,308.25,30,34,0.625,
forward,-69,-69,308.3125,30,34,0.5625,
forward,-69,-70,308.375,30,36,0.5,
forward,-69,-71,308.3125,30,36,0.5625,
forward,-69,-72,308.3125,30,36,0.5625,
forward,-70,-74,308.25,30,38,0.625,
forward,-70,-75,308.3125,30,38,0.5625,
forward,-76,-79,308.375,30,38,0.5,
forward,-72,-75,308.4375,30,40,0.4375,
forward,-72,-77,308.5,30,40,0.375,
forward,-71,-78,308.4375,30,40,0.4375,
forward,-73,-79,308.5,30,40,0.375,
forward,-72,-79,308.625,30,40,0.25,
forward,-72,-78,308.75,30,40,0.125,
forward,-73,-79,308.8125,30,40,0.0625,
forward,-73,-79,308.9375,30,40,-0.0625,
forward,-71,-80,309.25,30,40,-0.375,
forward,-72,-80,309.5,30,40,-0.625,
forward,-72,-79,309.6875,30,40,-0.8125,
forward,-73,-78,309.8125,30,38,-0.9375,
forward,-73,-78,309.9375,30,38,-1.0625,
forward,-72,-77,310.0625,30,38,-1.1875,
forward,-72,-76,310.0625,30,38,-1.1875,
forward,-72,-75,310.0625,30,35,-1.1875,
forward,-71,-74,310.0625,30,35,-1.1875,
forward,-71,-71,310,30,35,-1.125,
forward,-72,-72,310.0625,30,32,-1.1875,
forward,-71,-70,310.0625,30,32,-1.1875,
forward,-71,-67,309.875,30,32,-1,
forward,-69,-67,309.75,30,32,-0.875,
forward,-69,-67,309.75,30,30,-0.875,
forward,-69,-65,309.625,30,30,-0.75,
forward,-70,-62,309.4375,30,30,-0.5625,
forward,-73,-64,309.4375,30,28,-0.5625,
forward,-66,-63,309.5,30,28,-0.625,
forward,-66,-59,309.5,30,28,-0.625,
forward,-66,-65,309.4375,30,26,-0.5625,
forward,-65,-60,309.375,30,26,-0.5,
forward,-61,-53,309.375,30,26,-0.5,
forward,-66,-57,309.25,30,26,-0.375,
forward,-65,-58,309.0625,30,26,-0.1875,
forward,-63,-57,308.9375,30,26,-0.0625,
forward,-68,-61,308.8125,30,26,0.0625,
forward,-64,-57,308.625,30,26,0.25,
forward,-62,-57,308.5,30,26,0.375,
forward,-64,-57,308.4375,30,26,0.4375,
forward,-63,-58,308.3125,30,28,0.5625,
forward,-64,-58,308.1875,30,28,0.6875,
forward,-65,-61,308.0625,30,28,0.8125,
forward,-64,-59,307.9375,30,30,0.9375,
forward,-65,-62,307.8125,30,30,1.0625,
forward,-66,-62,307.6875,30,30,1.1875,
forward,-67,-64,307.5,30,33,1.375,
forward,-66,-66,307.4375,30,33,1.4375,
forward,-64,-66,307.5625,30,33,1.3125,
forward,-66,-68,307.625,30,33,1.25,
forward,-68,-68,307.6875,30,36,1.1875,
forward,-68,-69,307.75,30,36,1.125,
forward,-70,-72,307.8125,30,36,1.0625,
forward,-68,-73,307.9375,30,38,0.9375,
forward,-70,-75,307.9375,30,38,0.9375,
forward,-70,-76,307.875,30,38,1,
forward,-72,-77,308,30,40,0.875,
forward,-72,-76,307.9375,30,40,0.9375,
forward,-72,-77,308.0625,30,40,0.8125,
forward,-72,-79,308.125,30,40,0.75,
forward,-72,-80,308.3125,30,42,0.5625,
forward,-78,-80,308.3125,30,42,0.5625,
forward,-73,-81,308.4375,30,42,0.4375,
forward,-73,-82,308.6875,30,42,0.1875,
forward,-74,-82,308.8125,30,42,0.0625,
forward,-74,-82,308.875,30,42,0,
forward,-72,-83,309.1875,30,42,-0.3125,
forward,-72,-82,309.4375,30,40,-0.5625,
forward,-73,-82,309.6875,30,40,-0.8125,
forward,-73,-80,309.9375,30,40,-1.0625,
forward,-74,-84,310.0625,30,37,-1.1875,
forward,-73,-79,310.1875,30,37,-1.3125,
forward,-72,-76,310.3125,30,37,-1.4375,
forward,-71,-74,310.25,30,34,-1.375,
forward,-72,-72,310.1875,30,34,-1.3125,
forward,-72,-71,310.1875,30,34,-1.3125,
forward,-70,-70,310.1875,30,34,-1.3125,
forward,-70,-69,310.1875,30,31,-1.3125,
forward,-70,-68,310.0625,30,31,-1.1875,
forward,-70,-66,309.9375,30,31,-1.0625,
forward,-69,-66,309.75,30,29,-0.875,
forward,-70,-63,309.8125,30,29,-0.9375,
forward,-69,-61,309.5625,30,29,-0.6875,
forward,-69,-62,309.3125,30,29,-0.4375,
forward,-66,-62,309.4375,30,27,-0.5625,
forward,-65,-60,309.4375,30,27,-0.5625,
forward,-64,-58,309.375,30,27,-0.5,
forward,-65,-59,309.3125,30,25,-0.4375,
forward,-66,-58,309.3125,30,25,-0.4375,
forward,-66,-56,309.25,30,25,-0.375,
forward,-64,-57,309.125,30,25,-0.25,
forward,-64,-55,308.9375,30,25,-0.0625,
forward,-62,-55,308.75,30,25,0.125,
forward,-62,-55,308.5625,30,25,0.3125,
forward,-63,-55,308.375,30,25,0.5,
forward,-62,-55,308.25,30,27,0.625,
forward,-67,-57,308.125,30,27,0.75,
forward,-62,-62,308.0625,30,27,0.8125,
forward,-64,-59,307.9375,30,29,0.9375,
forward,-65,-59,307.8125,30,29,1.0625,
forward,-61,-58,307.6875,30,29,1.1875,
forward,-64,-66,307.5625,30,32,1.3125,
forward,-66,-59,307.4375,30,32,1.4375,
forward,-67,-66,307.25,30,32,1.625,
forward,-66,-65,307.25,30,32,1.625,
forward,-69,-70,307.375,30,35,1.5,
forward,-67,-68,307.375,30,35,1.5,
forward,-68,-69,307.4375,30,35,1.4375,
forward,-68,-71,307.5625,30,35,1.3125,
forward,-69,-72,307.625,30,38,1.25,
forward,-69,-74,307.625,30,38,1.25,
forward,-70,-76,307.8125,30,38,1.0625,
forward,-71,-76,307.875,30,38,1,
forward,-72,-75,307.875,30,40,1,
forward,-72,-74,307.875,30,40,1,
forward,-71,-78,307.9375,30,40,0.9375,
forward,-71,-80,308,30,40,0.875,
forward,-73,-80,308.125,30,42,0.75,
forward,-73,-78,308.1875,30,42,0.6875,
forward,-73,-82,308.375,30,42,0.5,
forward,-73,-81,308.5,30,42,0.375,
forward,-73,-82,308.625,30,42,0.25,
forward,-73,-82,308.75,30,42,0.125,
forward,-72,-83,309.0625,30,42,-0.1875,
forward,-72,-81,309.3125,30,40,-0.4375,
forward,-73,-81,309.5625,30,40,-0.6875,
forward,-74,-80,309.6875,30,40,-0.8125,
forward,-73,-80,309.875,30,38,-1,
forward,-73,-79,310,30,38,-1.125,
forward,-71,-76,310.1875,30,38,-1.3125,
forward,-72,-75,310.125,30,35,-1.25,
forward,-78,-75,310.125,30,35,-1.25,
forward,-72,-72,310.1875,30,35,-1.3125,
forward,-70,-71,310.1875,30,32,-1.3125,
forward,-70,-75,310.125,30,32,-1.25,
forward,-70,-68,310.0625,30,32,-1.1875,
forward,-71,-68,309.9375,30,29,-1.0625,
forward,-70,-66,309.9375,30,29,-1.0625,
forward,-65,-57,309.8125,30,29,-0.9375,
forward,-69,-66,309.5625,30,29,-0.6875,
forward,-73,-61,309.4375,30,27,-0.5625,
forward,-65,-59,309.4375,30,27,-0.5625,
forward,-64,-58,309.375,30,27,-0.5,
forward,-65,-59,309.3125,30,27,-0.4375,
forward,-65,-59,309.3125,30,25,-0.4375,
forward,-65,-58,309.3125,30,25,-0.4375,
forward,-66,-56,309.25,30,25,-0.375,
forward,-64,-57,309.125,30,25,-0.25,
forward,-63,-56,308.9375,30,25,-0.0625,
forward,-63,-55,308.6875,30,25,0.1875,
forward,-62,-54,308.5,30,25,0.375,
forward,-63,-56,308.375,30,27,0.5,
forward,-63,-56,308.25,30,27,0.625,
forward,-62,-59,308.125,30,27,0.75,
forward,-64,-59,308.0625,30,27,0.8125,
forward,-65,-58,307.9375,30,29,0.9375,
forward,-66,-60,307.8125,30,29,1.0625,
forward,-65,-62,307.625,30,29,1.25,
forward,-66,-63,307.5625,30,32,1.3125,
forward,-66,-64,307.375,30,32,1.5,
forward,-66,-65,307.3125,30,32,1.5625,
forward,-65,-64,307.375,30,32,1.5,
forward,-67,-66,307.375,30,35,1.5,
forward,-66,-68,307.375,30,35,1.5,
forward,-67,-70,307.5,30,35,1.375,
forward,-69,-72,307.625,30,35,1.25,
forward,-73,-72,307.6875,30,38,1.1875,
forward,-70,-74,307.6875,30,38,1.1875,
forward,-71,-77,307.75,30,38,1.125,
forward,-71,-81,307.9375,30,40,0.9375,
forward,-72,-74,307.875,30,40,1,
forward,-71,-78,307.875,30,40,1,
forward,-73,-80,307.9375,30,42,0.9375,
forward,-67,-80,308.0625,30,42,0.8125,
forward,-73,-80,308.1875,30,42,0.6875,
forward,-79,-82,308.3125,30,44,0.5625,
forward,-73,-83,308.4375,30,44,0.4375,
forward,-75,-85,308.5625,30,44,0.3125,
forward,-73,-84,308.75,30,44,0.125,
forward,-73,-86,309.0625,30,44,-0.1875,
forward,-74,-84,309.3125,30,44,-0.4375,
forward,-74,-87,309.625,30,42,-0.75,
forward,-74,-85,309.9375,30,42,-1.0625,
forward,-74,-84,310.1875,30,42,-1.3125,
forward,-75,-85,310.4375,30,39,-1.5625,
forward,-73,-81,310.625,30,39,-1.75,
forward,-74,-78,310.8125,30,39,-1.9375,
forward,-74,-78,310.75,30,39,-1.875,
forward,-72,-78,310.875,30,36,-2,
forward,-72,-76,310.9375,30,36,-2.0625,
forward,-72,-74,310.9375,30,36,-2.0625,
forward,-71,-74,311,30,33,-2.125,
forward,-73,-72,310.9375,30,33,-2.0625,
forward,-72,-69,310.9375,30,33,-2.0625,
forward,-71,-69,310.875,30,30,-2,
forward,-70,-66,310.8125,30,30,-1.9375,
forward,-69,-63,310.625,30,30,-1.75,
forward,-69,-63,310.5625,30,30,-1.6875,
forward,-66,-64,310.625,30,27,-1.75,
forward,-66,-63,310.5625,30,27,-1.6875,
forward,-67,-59,310.5625,30,27,-1.6875,
forward,-67,-59,310.5625,30,27,-1.6875,
forward,-71,-59,310.5625,30,24,-1.6875,
forward,-65,-58,310.4375,30,24,-1.5625,
forward,-65,-55,310.125,30,24,-1.25,
forward,-64,-57,309.875,30,22,-1,
forward,-63,-53,309.6875,30,22,-0.8125,
forward,-58,-51,309.5,30,22,-0.625,
forward,-61,-48,309.25,30,22,-0.375,
forward,-60,-49,309.0625,30,22,-0.1875,
forward,-65,-54,308.875,30,22,0,
forward,-60,-50,308.6875,30,22,0.1875,
forward,-61,-51,308.5,30,24,0.375,
forward,-61,-52,308.3125,30,24,0.5625,
forward,-61,-52,308.125,30,24,0.75,
forward,-62,-52,307.9375,30,24,0.9375,
forward,-61,-52,307.625,30,27,1.25,
forward,-60,-54,307.5,30,27,1.375,
forward,-61,-57,307.375,30,27,1.5,
forward,-62,-58,307.1875,30,30,1.6875,
forward,-62,-60,307.125,30,30,1.75,
forward,-62,-63,307.125,30,30,1.75,
forward,-64,-65,307.1875,30,33,1.6875,
forward,-64,-65,307.25,30,33,1.625,
forward,-65,-68,307.375,30,33,1.5,
forward,-67,-68,307.4375,30,36,1.4375,
forward,-68,-69,307.5,30,36,1.375,
forward,-68,-70,307.5,30,36,1.375,
forward,-69,-71,307.4375,30,39,1.4375,
forward,-69,-75,307.4375,30,39,1.4375,
forward,-70,-77,307.5625,30,39,1.3125,
forward,-70,-77,307.625,30,39,1.25,
forward,-72,-77,307.8125,30,42,1.0625,
forward,-72,-78,307.875,30,42,1,
forward,-74,-82,308,30,42,0.875,
forward,-73,-80,308.125,30,42,0.75,
forward,-71,-82,308.4375,30,44,0.4375,
forward,-73,-80,308.5,30,44,0.375,
forward,-73,-86,308.6875,30,44,0.1875,
forward,-74,-86,308.9375,30,44,-0.0625,
forward,-74,-86,309.25,30,44,-0.375,
forward,-74,-88,309.5625,30,44,-0.6875,
forward,-74,-87,309.875,30,44,-1,
forward,-75,-85,310,30,41,-1.125,
forward,-74,-84,310.25,30,41,-1.375,
forward,-79,-88,310.375,30,41,-1.5,
forward,-74,-81,310.4375,30,38,-1.5625,
forward,-73,-79,310.5625,30,38,-1.6875,
forward,-73,-77,310.625,30,38,-1.75,
forward,-72,-77,310.75,30,38,-1.875,
forward,-73,-76,310.8125,30,35,-1.9375,
forward,-73,-74,310.8125,30,35,-1.9375,
forward,-72,-72,310.6875,30,35,-1.8125,
forward,-70,-70,310.8125,30,35,-1.9375,
forward,-69,-70,310.8125,30,32,-1.9375,
forward,-70,-69,310.8125,30,32,-1.9375,
forward,-70,-67,310.8125,30,32,-1.9375,
forward,-69,-67,310.8125,30,32,-1.9375,
forward,-69,-69,310.875,30,29,-2,
forward,-68,-66,310.9375,30,29,-2.0625,
forward,-68,-64,310.875,30,29,-2,
forward,-68,-62,310.75,30,29,-1.875,
forward,-67,-62,310.6875,30,26,-1.8125,
forward,-67,-61,310.5,30,26,-1.625,
forward,-66,-57,310.375,30,26,-1.5,
forward,-66,-57,310.1875,30,23,-1.3125,
forward,-66,-56,310.0625,30,23,-1.1875,
forward,-64,-53,309.875,30,23,-1,
forward,-64,-52,309.6875,30,23,-0.8125,
forward,-63,-53,309.5,30,21,-0.625,
forward,-63,-51,309.3125,30,21,-0.4375,
forward,-63,-49,309.125,30,21,-0.25,
forward,-61,-49,308.75,30,21,0.125,
forward,-59,-48,308.4375,30,21,0.4375,
forward,-58,-48,308.25,30,21,0.625,
forward,-59,-48,307.9375,30,21,0.9375,
forward,-60,-48,307.6875,30,24,1.1875,
forward,-58,-50,307.5,30,24,1.375,
forward,-58,-52,307.375,30,24,1.5,
forward,-60,-53,307.25,30,24,1.625,
forward,-61,-53,307.1875,30,27,1.6875,
forward,-65,-60,307.1875,30,27,1.6875,
forward,-62,-59,307.125,30,27,1.75,
forward,-62,-59,307.125,30,30,1.75,
forward,-64,-62,307,30,30,1.875,
forward,-64,-63,306.875,30,30,2,
forward,-64,-64,306.875,30,30,2,
forward,-66,-64,306.875,30,33,2,
forward,-67,-65,306.8125,30,33,2.0625,
forward,-67,-69,306.8125,30,33,2.0625,
forward,-68,-68,306.875,30,36,2,
forward,-68,-75,306.875,30,36,2,
forward,-74,-72,306.875,30,36,2,
forward,-65,-68,306.9375,30,39,1.9375,
forward,-70,-74,307,30,39,1.875,
forward,-70,-76,307.0625,30,39,1.8125,
forward,-73,-77,307.125,30,39,1.75,
forward,-72,-77,307.1875,30,42,1.6875,
forward,-71,-80,307.4375,30,42,1.4375,
forward,-72,-82,307.6875,30,42,1.1875,
forward,-73,-84,307.875,30,42,1,
forward,-74,-84,308.125,30,44,0.75,
forward,-74,-83,308.25,30,44,0.625,
forward,-74,-86,308.5,30,44,0.375,
forward,-74,-86,308.5625,30,44,0.3125,
forward,-74,-86,308.75,30,44,0.125,
forward,-75,-86,308.9375,30,44,-0.0625,
forward,-75,-87,309.1875,30,44,-0.3125,
forward,-74,-87,309.4375,30,44,-0.5625,
forward,-76,-86,309.5625,30,42,-0.6875,
forward,-76,-85,309.6875,30,42,-0.8125,
forward,-73,-82,309.9375,30,42,-1.0625,
forward,-73,-83,310.125,30,42,-1.25,
forward,-75,-83,310.25,30,39,-1.375,
forward,-79,-86,310.4375,30,39,-1.5625,
forward,-73,-80,310.625,30,39,-1.75,
forward,-73,-80,310.875,30,36,-2,
forward,-72,-77,311.0625,30,36,-2.1875,
forward,-73,-74,311.0625,30,36,-2.1875,
forward,-73,-74,311.125,30,36,-2.25,
forward,-70,-74,311.25,30,33,-2.375,
forward,-71,-72,311.1875,30,33,-2.3125,
forward,-70,-68,311.0625,30,33,-2.1875,
forward,-70,-70,311.0625,30,30,-2.1875,
forward,-71,-68,311,30,30,-2.125,
forward,-70,-65,311,30,30,-2.125,
forward,-70,-65,310.875,30,30,-2,
forward,-69,-63,310.75,30,27,-1.875,
forward,-70,-61,310.625,30,27,-1.75,
forward,-67,-60,310.5625,30,27,-1.6875,
forward,-65,-58,310.3125,30,27,-1.4375,
forward,-65,-58,310.125,30,24,-1.25,
forward,-65,-58,309.875,30,24,-1,
forward,-64,-52,309.8125,30,24,-0.9375,
forward,-64,-54,309.8125,30,22,-0.9375,
forward,-63,-54,309.625,30,22,-0.75,
forward,-62,-52,309.5,30,22,-0.625,
forward,-62,-51,309.3125,30,22,-0.4375,
forward,-60,-51,309.125,30,22,-0.25,
forward,-62,-51,309,30,22,-0.125,
forward,-60,-50,308.75,30,22,0.125,
forward,-60,-51,308.5625,30,24,0.3125,
forward,-60,-50,308.3125,30,24,0.5625,
forward,-60,-53,308.1875,30,24,0.6875,
forward,-61,-53,308.0625,30,26,0.8125,
forward,-62,-55,308,30,26,0.875,
forward,-62,-57,307.875,30,26,1,
forward,-63,-58,307.875,30,26,1,
forward,-69,-61,307.75,30,29,1.125,
forward,-63,-59,307.625,30,29,1.25,
forward,-63,-62,307.5,30,29,1.375,
forward,-64,-62,307.375,30,29,1.5,
forward,-63,-61,307.1875,30,32,1.6875,
forward,-66,-61,307.0625,30,32,1.8125,
forward,-65,-66,307,30,32,1.875,
forward,-66,-66,307.0625,30,35,1.8125,
forward,-67,-64,307.125,30,35,1.75,
forward,-66,-75,307.25,30,35,1.625,
forward,-69,-72,307.375,30,38,1.5,
forward,-69,-74,307.375,30,38,1.5,
forward,-70,-74,307.375,30,38,1.5,
forward,-71,-78,307.5625,30,41,1.3125,
forward,-71,-77,307.5,30,41,1.375,
forward,-72,-79,307.5625,30,41,1.3125,
forward,-73,-80,307.6875,30,44,1.1875,
forward,-73,-82,307.875,30,44,1,
forward,-73,-85,308.0625,30,44,0.8125,
forward,-75,-85,308.25,30,46,0.625,
forward,-73,-86,308.5625,30,46,0.3125,
forward,-73,-89,308.8125,30,46,0.0625,
forward,-74,-89,309.125,30,46,-0.25,
forward,-76,-90,309.375,30,44,-0.5,
forward,-75,-89,309.6875,30,44,-0.8125,
forward,-74,-89,310,30,44,-1.125,
forward,-74,-88,310.375,30,44,-1.5,
forward,-75,-86,310.5625,30,41,-1.6875,
forward,-76,-86,310.8125,30,41,-1.9375,
forward,-75,-82,311,30,41,-2.125,
forward,-73,-83,311.1875,30,41,-2.3125,
forward,-73,-79,311.1875,30,38,-2.3125,
forward,-74,-80,311.3125,30,38,-2.4375,
forward,-74,-78,311.3125,30,38,-2.4375,
forward,-73,-76,311.4375,30,38,-2.5625,
forward,-72,-78,311.5625,30,35,-2.6875,
forward,-78,-74,311.5625,30,35,-2.6875,
forward,-71,-71,311.5,30,35,-2.625,
forward,-71,-71,311.5625,30,32,-2.6875,
forward,-70,-70,311.625,30,32,-2.75,
forward,-70,-68,311.5,30,32,-2.625,
forward,-70,-66,311.375,30,32,-2.5,
forward,-70,-69,311.4375,30,29,-2.5625,
forward,-66,-66,311.5,30,29,-2.625,
forward,-68,-63,311.5,30,29,-2.625,
forward,-67,-67,311.4375,30,26,-2.5625,
forward,-67,-62,311.4375,30,26,-2.5625,
forward,-68,-57,311.3125,30,26,-2.4375,
forward,-66,-57,311.125,30,26,-2.25,
forward,-66,-57,310.9375,30,23,-2.0625,
forward,-64,-56,310.75,30,23,-1.875,
forward,-64,-53,310.5625,30,23,-1.6875,
forward,-64,-53,310.4375,30,20,-1.5625,
forward,-62,-51,310.25,30,20,-1.375,
forward,-61,-48,310.0625,30,20,-1.1875,
forward,-62,-49,309.875,30,18,-1,
forward,-61,-46,309.5625,30,18,-0.6875,
forward,-58,-44,309.3125,30,18,-0.4375,
forward,-57,-44,309,30,18,-0.125,
forward,-57,-43,308.625,30,18,0.25,
forward,0,0,126.8125,30,30,0,10th
forward,-8,-6,126.8125,30,30,0,
forward,-45,-36,126.75,30,30,0.0625,
forward,-44,-40,126.375,30,32,0.4375,
forward,-53,-60,126.375,30,32,0.4375,
forward,-60,-51,126.375,30,32,0.4375,
forward,-63,-63,126.375,30,34,0.4375,
forward,-66,-65,126.25,30,34,0.5625,
forward,-68,-67,126.25,30,34,0.5625,
forward,-68,-67,126.25,30,36,0.5625,
forward,-69,-69,126.0625,30,36,0.75,
forward,-69,-70,126,30,36,0.8125,
forward,-69,-72,126.0625,30,38,0.75,
forward,-69,-74,126.125,30,38,0.6875,
forward,-70,-76,126.25,30,38,0.5625,
forward,-71,-76,126.4375,30,38,0.375,
forward,-72,-76,126.5,30,40,0.3125,
forward,-72,-76,126.625,30,40,0.1875,
forward,-71,-76,126.75,30,40,0.0625,
forward,-72,-76,126.625,30,40,0.1875,
forward,-73,-79,126.6875,30,40,0.125,
forward,-73,-78,126.875,30,40,-0.0625,
forward,-73,-75,126.9375,30,40,-0.125,
forward,-72,-77,127.0625,30,40,-0.25,
forward,-71,-78,127.25,30,40,-0.4375,
forward,-72,-77,127.25,30,40,-0.4375,
forward,-73,-78,127.375,30,40,-0.5625,
forward,-76,-83,127.4375,30,38,-0.625,
forward,-72,-75,127.4375,30,38,-0.625,
forward,-73,-74,127.5,30,38,-0.6875,
forward,-71,-76,127.5625,30,38,-0.75,
forward,-71,-75,127.75,30,36,-0.9375,
forward,-71,-75,127.8125,30,36,-1,
forward,-71,-75,127.9375,30,36,-1.125,
forward,-72,-68,127.875,30,33,-1.0625,
forward,-71,-70,128,30,33,-1.1875,
forward,-70,-72,127.875,30,33,-1.0625,
forward,-70,-67,127.75,30,31,-0.9375,
forward,-70,-68,127.8125,30,31,-1,
forward,-69,-65,127.6875,30,31,-0.875,
forward,-69,-63,127.625,30,31,-0.8125,
forward,-69,-64,127.6875,30,29,-0.875,
forward,-67,-62,127.6875,30,29,-0.875,
forward,-67,-61,127.5,30,29,-0.6875,
forward,-68,-61,127.375,30,29,-0.5625,
forward,-66,-61,127.1875,30,27,-0.375,
forward,-65,-60,127,30,27,-0.1875,
forward,-66,-57,126.75,30,27,0.0625,
forward,-66,-57,126.625,30,27,0.1875,
forward,-64,-58,126.5625,30,27,0.25,
forward,-65,-58,126.5,30,27,0.3125,
forward,-64,-59,126.4375,30,27,0.375,
forward,-65,-59,126.375,30,29,0.4375,
forward,-64,-61,126.3125,30,29,0.5,
forward,-65,-62,126.25,30,29,0.5625,
forward,-65,-62,126.1875,30,31,0.625,
forward,-65,-62,126.0625,30,31,0.75,
forward,-66,-64,125.9375,30,31,0.875,
forward,-66,-65,126,30,33,0.8125,
forward,-67,-65,126,30,33,0.8125,
forward,-68,-66,126,30,33,0.8125,
forward,-66,-66,126,30,35,0.8125,
forward,-66,-68,126,30,35,0.8125,
forward,-73,-74,126,30,35,0.8125,
forward,-69,-69,125.875,30,37,0.9375,
forward,-69,-71,125.875,30,37,0.9375,
forward,-69,-72,125.9375,30,37,0.875,
forward,-71,-72,125.8125,30,37,1,
forward,-71,-72,125.75,30,40,1.0625,
forward,-69,-75,125.8125,30,40,1,
forward,-71,-78,126,30,40,0.8125,
forward,-71,-78,126.1875,30,40,0.625,
forward,-73,-79,126.375,30,42,0.4375,
forward,-72,-79,126.4375,30,42,0.375,
forward,-72,-80,126.5,30,42,0.3125,
forward,-73,-80,126.625,30,42,0.1875,
forward,-74,-80,126.6875,30,42,0.125,
forward,-74,-80,126.8125,30,42,0,
forward,-73,-79,126.9375,30,42,-0.125,
forward,-72,-80,127.125,30,42,-0.3125,
forward,-72,-82,127.25,30,40,-0.4375,
forward,-74,-79,127.4375,30,40,-0.625,
forward,-74,-77,127.5,30,40,-0.6875,
forward,-71,-78,127.625,30,38,-0.8125,
forward,-72,-75,127.625,30,38,-0.8125,
forward,-72,-74,127.5625,30,38,-0.75,
forward,-72,-75,127.625,30,38,-0.8125,
forward,-70,-75,127.75,30,36,-0.9375,
forward,-71,-75,127.875,30,36,-1.0625,
forward,-71,-74,127.9375,30,36,-1.125,
forward,-72,-72,128.0625,30,33,-1.25,
forward,-71,-70,128,30,33,-1.1875,
forward,-70,-68,128,30,33,-1.1875,
forward,-69,-68,127.875,30,30,-1.0625,
forward,-70,-66,127.8125,30,30,-1,
