time,label,delta_encL,delta_encR,heading,cmdL,cmdR
1765233241.191506,forward,-19,-18,326.0,10,14
1765233241.2416205,forward,-17,-16,326.0,10,14
1765233241.2917333,forward,-17,-18,326.0625,10,14
1765233241.3418155,forward,-16,-16,326.125,10,14
1765233241.39193,forward,-17,-16,326.0625,10,14
1765233241.4420433,forward,-17,-17,326.0625,10,14
1765233241.4921563,forward,-16,-18,326.0625,10,14
1765233241.5422711,forward,-17,-17,326.0625,10,14
1765233241.5923874,forward,-17,-18,326.125,10,14
1765233241.6425016,forward,-19,-18,326.0625,10,14
1765233241.6926236,forward,-17,-18,326.125,10,14
1765233241.7427404,forward,-17,-18,326.125,10,14
1765233241.7928567,forward,-18,-18,326.125,10,14
1765233241.8429718,forward,-18,-18,326.125,10,14
1765233241.893085,forward,-18,-18,326.125,10,14
1765233241.9431996,forward,-18,-19,326.1875,10,14
1765233241.9933147,forward,-18,-19,326.1875,10,14
1765233242.0434296,forward,-19,-17,326.1875,10,12
1765233242.0935442,forward,-18,-17,326.1875,10,12
1765233242.143657,forward,-18,-18,326.1875,10,12
1765233242.1937702,forward,-17,-16,326.1875,10,10
1765233242.2438815,forward,-17,-14,326.1875,10,10
1765233242.2939966,forward,-17,-14,326.125,10,10
1765233242.3441098,forward,-15,-14,326.125,10,10
1765233242.3942237,forward,-15,-15,326.125,10,10
1765233242.4443371,forward,-17,-14,326.125,10,10
1765233242.4944491,forward,-15,-13,326.0625,10,10
1765233242.544564,forward,-14,-14,326.0625,10,10
1765233242.5946774,forward,-15,-14,326.0625,10,10
1765233242.6447911,forward,-15,-16,326.0625,10,10
1765233242.6949046,forward,-15,-14,326.0,10,10
1765233242.7450175,forward,-15,-13,326.0,10,10
1765233242.7951317,forward,-15,-14,325.9375,10,10
1765233242.8452451,forward,-14,-15,325.9375,10,10
1765233242.8953588,forward,-13,-13,325.9375,10,10
1765233242.9454725,forward,-15,-13,325.875,10,10
1765233242.9955878,forward,-14,-13,325.875,10,10
1765233243.0457046,forward,-13,-12,325.8125,10,10
1765233243.0958188,forward,-13,-13,325.8125,10,10
1765233243.1459296,forward,-12,-12,325.8125,10,10
1765233243.1960452,forward,-14,-12,325.8125,10,10
1765233243.246161,forward,-13,-12,325.75,10,10
1765233243.2962759,forward,-13,-12,325.75,10,10
1765233243.34639,forward,-14,-13,325.6875,10,10
1765233243.3965032,forward,-14,-14,325.75,10,10
1765233243.4466147,forward,-14,-14,325.6875,10,10
1765233243.4967258,forward,-15,-13,325.6875,10,10
1765233243.5468404,forward,-14,-13,325.6875,10,10
1765233243.5969703,forward,-15,-13,325.625,10,10
1765233243.6470864,forward,-14,-16,325.625,10,10
1765233243.6972,forward,-14,-13,325.625,10,10
